student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score,total_screen_time,sleep_quality,exercise_level,stress_category,focus_efficiency,lifestyle_balance_score
5904,23,Female,4.79,5.58,11.37,4.7,3.32,0.54,12,172,55,12,97.26,10,40,63.33,28.99,19.93,Poor,Medium,High,8.350730688935283,-16.936666666666667
5905,24,Other,3.08,3.13,2.39,2.61,0.02,5.5,4,173,30,3,40.81,8,51,60.17,26.11,10.52,Poor,Medium,High,16.558441558441558,-11.26
5906,25,Male,9.27,7.5,5.13,5.81,0.55,0.26,9,182,72,1,80.94,9,53,62.38,66.25,11.75,Good,High,High,5.717367853290184,-3.3500000000000014
5907,22,Female,5.73,6.96,4.18,4.96,2.13,0.3,4,273,94,12,45.42,4,72,71.56,56.85,11.57,Good,High,Moderate,12.56544502617801,1.4833333333333343
5908,19,Male,6.0,9.85,7.25,0.56,1.09,5.91,5,180,102,18,40.31,3,36,65.53,49.44,14.81,Excellent,High,Low,6.0,5.289999999999997
5909,26,Male,0.58,6.56,2.75,0.86,1.07,2.1,10,353,8,2,58.61,8,58,98.79,29.14,6.779999999999999,Good,Low,High,100.0,-1.3933333333333326
5910,19,Other,6.7,6.74,7.16,0.81,1.81,3.41,1,150,24,8,88.17,1,49,70.94,58.33,13.190000000000001,Good,Low,Low,7.313432835820896,0.08999999999999986
5911,27,Male,3.41,4.98,10.06,2.55,0.05,1.15,14,43,84,11,57.75,5,63,54.56,29.98,13.81,Poor,High,Moderate,18.47507331378299,-6.049999999999999
5912,28,Male,5.38,3.7,7.87,4.63,0.69,2.59,10,194,73,6,97.64,2,40,82.88,40.82,15.78,Poor,High,Low,7.434944237918216,-7.946666666666665
5913,17,Male,5.55,7.95,2.73,7.45,2.55,0.44,6,126,16,14,76.87,2,86,95.15,72.87,13.17,Good,Low,Low,15.495495495495495,1.2633333333333336
5914,27,Female,6.13,8.66,9.11,5.35,4.02,0.16,12,488,50,12,92.76,7,76,43.64,60.9,18.639999999999997,Excellent,Medium,Moderate,12.39804241435563,-6.653333333333329
5915,29,Male,8.32,9.09,5.79,5.67,2.8,6.0,7,434,42,14,79.42,2,62,88.41,75.59,20.26,Excellent,Medium,Low,7.451923076923077,-2.6800000000000033
5916,21,Male,3.34,5.83,1.8,0.78,5.88,1.23,8,219,17,4,83.52,5,68,67.02,51.13,9.690000000000001,Poor,Low,Moderate,20.35928143712575,-2.4633333333333347
5917,20,Female,2.93,7.92,4.26,0.84,0.19,2.32,2,318,87,5,57.66,5,51,78.18,41.33,7.609999999999999,Good,High,Moderate,17.406143344709896,6.129999999999999
5918,25,Male,8.06,4.84,3.28,1.11,4.14,3.56,14,209,37,7,76.09,6,67,61.89,63.83,12.09,Poor,Medium,Moderate,8.312655086848634,-7.176666666666666
5919,25,Male,7.33,4.77,10.2,4.66,3.88,3.11,7,283,75,0,99.52,8,51,56.53,45.74,21.849999999999998,Poor,High,High,6.957708049113233,-17.81
5920,21,Male,2.64,9.97,3.11,5.95,4.1,2.17,4,35,74,5,62.95,2,83,57.36,61.92,15.33,Excellent,High,Low,31.439393939393938,5.076666666666666
5921,26,Male,0.51,8.95,6.39,6.33,2.5,0.12,12,259,6,6,55.42,4,38,57.56,26.72,15.339999999999998,Excellent,Low,Moderate,74.50980392156863,-1.2400000000000002
5922,20,Female,6.83,4.79,8.0,1.68,2.28,3.02,4,22,119,3,61.64,7,98,92.99,57.36,14.979999999999999,Poor,High,Moderate,14.348462664714495,-8.433333333333332
5923,23,Female,1.99,6.03,1.15,5.78,5.21,5.67,2,313,13,8,83.17,6,79,69.24,49.32,17.810000000000002,Good,Low,Moderate,39.698492462311556,-11.316666666666668
5924,22,Female,9.59,6.95,2.12,2.58,0.95,4.44,8,74,35,12,47.2,6,96,83.14,82.72,10.09,Good,Medium,Moderate,10.010427528675704,-1.0233333333333334
5925,20,Male,6.24,3.09,9.55,4.46,1.83,4.3,13,159,82,0,90.01,3,85,98.79,52.42,20.14,Poor,High,Low,13.62179487179487,-14.226666666666667
5926,29,Male,8.57,9.71,4.45,4.08,0.9,5.68,12,145,109,19,51.52,1,49,57.55,72.87,15.110000000000001,Excellent,High,Low,5.717619603267211,6.943333333333333
5927,29,Male,8.15,3.76,8.57,0.58,0.77,1.15,6,85,95,4,75.37,9,89,40.07,56.51,11.07,Poor,High,High,10.920245398773005,-9.383333333333335
5928,26,Male,5.8,8.72,9.23,6.73,2.4,5.84,13,456,70,15,47.16,2,75,85.05,57.14,24.2,Excellent,High,Low,12.931034482758621,-6.426666666666666
5929,18,Male,4.66,9.83,7.89,5.88,5.51,5.9,8,396,119,15,60.48,4,85,63.41,60.61,25.18,Excellent,High,Moderate,18.240343347639485,-5.553333333333335
5930,17,Male,5.22,7.93,7.19,5.42,5.45,2.96,14,147,90,19,54.26,7,48,91.97,42.82,21.02,Good,High,Moderate,9.195402298850576,-9.16
5931,20,Male,8.13,9.77,6.19,2.72,3.98,4.66,1,176,36,9,79.81,1,87,59.23,85.19,17.55,Excellent,Medium,Low,10.70110701107011,2.1899999999999977
5932,20,Female,6.58,3.14,5.02,7.93,2.99,0.14,11,381,86,17,75.48,4,38,45.98,42.71,16.08,Poor,High,Moderate,5.775075987841945,-10.933333333333332
5933,29,Male,2.45,5.48,2.22,0.5,3.47,5.82,8,61,53,18,57.34,10,86,72.58,41.86,12.010000000000002,Poor,Medium,High,35.10204081632653,-9.283333333333335
5934,17,Male,6.29,6.34,11.69,2.42,3.88,2.71,2,55,43,17,91.41,8,73,79.74,48.89,20.7,Good,Medium,High,11.605723370429253,-14.586666666666666
5935,22,Male,4.34,8.48,7.88,1.05,3.0,5.94,5,357,98,11,97.99,3,48,65.92,50.78,17.87,Excellent,High,Low,11.059907834101383,-0.6433333333333344
5936,20,Male,1.08,7.58,2.73,1.88,3.17,2.59,13,277,111,8,74.15,1,90,87.42,54.51,10.37,Good,High,Low,83.33333333333333,7.49
5937,17,Female,4.12,8.15,10.12,3.57,4.83,3.95,6,29,37,19,43.5,8,63,91.97,35.95,22.47,Excellent,Medium,High,15.291262135922329,-12.936666666666664
5938,17,Male,2.66,4.01,9.96,4.9,5.04,0.71,6,200,58,15,82.35,10,56,41.5,20.61,20.610000000000003,Poor,Medium,High,21.052631578947366,-20.65666666666667
5939,29,Male,8.47,8.91,9.16,0.78,3.13,0.93,6,51,24,5,99.67,9,64,90.51,66.67,14.0,Excellent,Low,High,7.55608028335301,-4.379999999999999
5940,17,Male,1.5,8.76,1.83,4.65,3.47,2.69,9,318,68,2,95.61,6,96,86.6,60.99,12.64,Excellent,High,Moderate,64.0,1.1466666666666647
5941,24,Male,3.93,8.38,0.71,6.23,1.04,2.29,6,47,80,19,50.66,3,46,42.96,52.04,10.27,Excellent,High,Low,11.704834605597965,6.15666666666667
5942,26,Female,7.11,8.73,8.64,7.36,2.25,0.74,2,229,23,19,56.82,3,67,94.45,61.67,18.99,Excellent,Low,Low,9.423347398030941,-3.763333333333332
5943,24,Other,9.03,4.5,2.85,1.67,3.26,0.23,5,358,110,16,61.43,9,75,56.05,64.78,8.01,Poor,High,High,8.305647840531561,-4.343333333333334
5944,18,Male,3.69,3.98,10.17,7.14,2.63,4.57,9,244,24,8,61.06,8,37,90.72,17.19,24.509999999999998,Poor,Low,High,10.02710027100271,-23.75
5945,27,Female,6.26,9.27,8.24,6.97,4.61,1.05,5,124,12,0,62.85,6,57,64.01,54.6,20.87,Excellent,Low,Moderate,9.105431309904153,-7.930000000000003
5946,29,Male,4.05,9.7,4.81,2.25,1.3,5.23,8,241,100,4,81.13,6,82,93.3,62.83,13.59,Excellent,High,Moderate,20.246913580246915,3.143333333333331
5947,23,Male,2.43,5.97,6.11,5.5,1.37,2.48,8,297,95,4,48.98,10,80,80.24,33.5,15.46,Poor,High,High,32.92181069958848,-10.353333333333335
5948,24,Male,3.59,6.13,6.28,5.55,5.56,2.59,10,24,69,3,59.25,1,37,74.53,36.12,19.98,Good,High,Low,10.30640668523677,-6.420000000000002
5949,24,Female,6.54,8.19,4.86,7.58,0.68,1.79,11,375,42,15,80.27,1,44,64.95,62.38,14.91,Excellent,Medium,Low,6.72782874617737,1.8699999999999974
5950,27,Male,7.31,6.46,2.56,1.85,1.43,1.5,10,130,83,11,43.19,8,58,48.35,55.73,7.34,Good,High,High,7.934336525307798,0.34666666666666757
5951,26,Other,4.02,5.19,11.93,0.74,4.44,2.13,5,4,61,0,75.58,9,32,82.03,18.69,19.24,Poor,High,High,7.9601990049751254,-15.826666666666664
5952,27,Male,1.95,4.33,9.12,4.48,3.15,4.85,4,226,86,13,76.12,6,74,69.2,28.9,21.6,Poor,High,Moderate,37.94871794871795,-16.073333333333334
5953,29,Male,1.83,3.16,2.3,2.06,0.73,4.09,7,413,73,14,50.49,2,89,72.51,41.29,9.18,Poor,High,Low,48.63387978142077,-2.426666666666666
5954,23,Female,8.22,7.11,0.9,1.89,3.87,5.56,4,160,8,8,93.42,3,49,71.99,74.71,12.219999999999999,Good,Low,Low,5.961070559610705,-0.7333333333333307
5955,21,Female,6.71,4.0,4.46,7.39,1.33,2.96,14,470,98,13,79.5,9,66,87.99,50.82,16.14,Poor,High,High,9.836065573770492,-13.873333333333335
5956,17,Female,7.42,9.01,6.88,5.78,1.15,4.84,9,244,97,3,46.75,7,42,45.29,52.57,18.65,Excellent,High,Moderate,5.660377358490566,-4.396666666666665
5957,28,Female,5.14,9.88,11.29,5.36,1.7,1.2,13,297,24,19,65.55,6,38,88.17,40.76,19.549999999999997,Excellent,Low,Moderate,7.392996108949417,-4.989999999999995
5958,25,Male,4.84,6.2,2.02,7.62,2.26,0.39,10,159,16,19,98.48,10,83,44.29,60.13,12.290000000000001,Good,Low,High,17.14876033057851,-9.356666666666667
5959,29,Male,2.51,3.81,5.56,0.55,5.42,1.54,6,355,88,14,98.36,6,90,59.82,44.46,13.07,Poor,High,Moderate,35.85657370517929,-8.516666666666667
5960,23,Male,2.1,7.08,2.55,4.7,3.05,5.01,1,469,35,7,95.31,10,78,99.4,47.69,15.31,Good,Medium,High,37.14285714285714,-9.983333333333334
5961,18,Male,1.96,7.02,1.3,3.9,1.02,5.8,10,286,75,0,89.28,4,62,89.87,49.26,12.02,Good,High,Moderate,31.63265306122449,0.5199999999999996
5962,22,Female,9.92,3.93,7.42,2.42,5.81,4.24,3,26,115,15,56.51,5,60,75.29,58.35,19.89,Poor,High,Moderate,6.048387096774194,-13.196666666666667
5963,18,Female,8.3,7.53,1.69,4.69,2.3,2.47,7,100,114,13,90.9,5,93,54.68,86.59,11.15,Good,High,Moderate,11.204819277108433,2.709999999999999
5964,17,Female,6.45,5.21,8.78,6.4,5.64,4.9,5,332,0,0,71.44,6,31,80.56,36.57,25.72,Poor,Low,Moderate,4.8062015503875966,-21.299999999999997
5965,23,Male,2.54,8.92,6.87,4.49,2.21,3.86,4,493,89,7,91.09,6,36,91.45,37.59,17.43,Excellent,High,Moderate,14.173228346456693,-2.623333333333335
5966,29,Female,3.71,7.12,3.17,1.39,0.52,0.54,4,316,85,6,88.34,8,81,82.9,55.74,5.62,Good,High,High,21.83288409703504,3.453333333333334
5967,18,Female,3.83,6.03,9.64,4.51,3.82,5.6,9,14,101,0,89.46,4,34,85.42,32.13,23.57,Good,High,Moderate,8.87728459530026,-12.143333333333333
5968,29,Male,5.04,9.74,8.55,1.57,5.63,0.84,3,59,43,2,42.56,2,49,52.17,48.55,16.59,Excellent,Medium,Low,9.722222222222221,2.323333333333334
5969,18,Male,4.51,6.44,7.7,1.21,4.21,2.74,4,87,75,17,84.51,6,92,69.56,55.13,15.860000000000001,Good,High,Moderate,20.39911308203991,-6.48
5970,29,Female,9.37,9.21,2.96,4.37,0.25,5.92,7,155,41,0,74.18,4,54,57.17,79.43,13.5,Excellent,Medium,Moderate,5.76307363927428,2.286666666666669
5971,27,Female,7.35,4.85,8.63,0.85,1.54,1.84,10,356,51,4,46.44,4,76,58.66,52.41,12.86,Poor,Medium,Moderate,10.34013605442177,-5.460000000000001
5972,21,Other,1.27,6.09,6.72,3.01,3.43,0.84,14,96,98,8,77.29,5,89,96.77,40.72,14.0,Good,High,Moderate,70.07874015748031,-3.5533333333333346
5973,21,Male,3.92,3.59,6.64,5.2,0.03,4.19,14,66,44,0,99.87,8,85,77.2,44.67,16.06,Poor,Medium,High,21.683673469387756,-15.413333333333332
5974,23,Male,1.76,5.96,1.87,4.67,3.22,2.11,7,389,92,17,57.43,5,62,52.41,38.38,11.87,Poor,High,Moderate,35.22727272727273,-1.8833333333333329
5975,17,Male,3.15,9.26,2.05,3.87,4.81,3.33,9,164,12,12,92.89,9,94,56.56,64.78,14.06,Excellent,Low,High,29.841269841269842,-4.140000000000002
5976,24,Male,9.61,8.81,0.87,1.94,5.93,5.28,2,5,1,1,67.91,10,49,90.33,73.66,14.02,Excellent,Low,High,5.098855359001041,-6.366666666666664
5977,19,Female,7.2,9.83,3.32,2.4,3.21,0.99,5,321,21,1,80.3,3,87,45.03,83.91,9.92,Excellent,Low,Low,12.083333333333332,7.4399999999999995
5978,20,Male,0.57,8.25,6.17,1.76,4.08,3.03,1,497,118,1,72.31,5,36,99.03,26.45,15.04,Excellent,High,Moderate,63.15789473684211,0.3933333333333344
5979,25,Female,3.62,4.9,4.63,4.2,0.92,0.71,4,168,62,19,75.21,2,80,79.06,51.03,10.46,Poor,High,Low,22.099447513812155,-0.5933333333333337
5980,20,Female,4.67,4.13,8.7,7.1,0.71,3.23,11,34,68,19,75.25,2,89,61.21,49.81,19.74,Poor,High,Low,19.05781584582441,-11.213333333333331
5981,26,Male,6.22,4.26,5.19,6.74,3.86,5.1,12,384,1,18,72.21,10,61,90.46,44.35,20.89,Poor,Low,High,9.807073954983924,-22.336666666666666
5982,28,Male,5.25,7.63,1.57,6.4,0.96,4.12,9,150,66,4,81.17,8,62,95.35,59.04,13.05,Good,High,High,11.80952380952381,-3.59
5983,21,Female,1.16,5.68,8.83,2.27,4.58,1.14,7,425,28,14,86.08,10,94,74.38,33.37,16.82,Poor,Low,High,81.0344827586207,-14.526666666666667
5984,23,Female,5.4,5.9,2.62,3.77,4.16,4.0,4,93,80,12,62.49,3,87,92.97,63.79,14.55,Poor,High,Low,16.11111111111111,-3.083333333333334
5985,20,Male,1.74,9.02,4.12,3.13,2.23,2.77,2,481,76,11,44.24,3,94,79.06,53.29,12.25,Excellent,High,Low,54.02298850574713,5.323333333333331
5986,17,Male,5.43,8.09,6.26,4.21,4.01,2.19,6,187,22,14,53.41,6,50,63.24,47.25,16.669999999999998,Excellent,Low,Moderate,9.208103130755065,-5.756666666666664
5987,25,Female,2.84,4.46,6.87,3.56,2.23,1.14,11,166,65,0,50.74,3,59,96.88,31.01,13.8,Poor,High,Low,20.774647887323944,-5.713333333333335
5988,20,Female,1.87,4.2,3.89,3.65,3.71,1.76,2,97,24,6,64.43,8,54,54.36,26.14,13.01,Poor,Low,High,28.87700534759358,-11.809999999999999
5989,25,Male,3.24,8.75,5.8,0.55,3.96,0.22,7,224,29,12,83.92,7,35,99.15,39.32,10.53,Excellent,Low,Moderate,10.802469135802468,0.9366666666666656
5990,22,Female,1.45,9.68,1.27,1.61,4.26,5.36,10,367,70,3,87.31,1,97,64.81,68.53,12.5,Excellent,High,Low,66.89655172413794,8.193333333333332
5991,17,Female,3.2,4.3,2.34,3.01,3.16,1.87,4,207,80,13,76.72,6,93,96.5,51.44,10.379999999999999,Poor,High,Moderate,29.0625,-5.113333333333333
5992,28,Male,8.74,9.66,7.39,1.87,2.22,5.4,14,412,4,19,49.7,6,76,55.08,71.76,16.880000000000003,Excellent,Low,Moderate,8.695652173913043,-3.4266666666666694
5993,19,Female,3.42,6.01,0.55,7.0,3.7,5.66,11,399,37,0,94.05,4,41,69.97,48.03,16.91,Good,Medium,Moderate,11.988304093567251,-7.656666666666666
5994,27,Male,4.97,9.34,2.62,7.22,2.89,4.21,11,202,88,12,86.8,3,71,95.24,69.97,16.94,Excellent,High,Low,14.285714285714286,1.673333333333332
5995,18,Male,5.44,8.26,7.73,5.53,0.36,3.54,8,392,1,5,84.71,8,81,75.0,58.31,17.16,Excellent,Low,High,14.88970588235294,-8.606666666666666
5996,25,Male,2.19,9.34,3.17,7.63,2.94,5.2,6,82,74,7,77.13,1,80,90.68,60.58,18.94,Excellent,High,Low,36.529680365296805,1.206666666666667
5997,28,Male,4.7,7.52,9.91,0.88,2.2,0.47,9,166,63,15,54.03,4,37,62.62,34.7,13.460000000000003,Good,High,Moderate,7.872340425531915,-0.32000000000000206
5998,17,Female,8.6,4.1,5.01,2.77,0.34,3.7,10,206,52,14,85.52,3,91,64.24,73.9,11.82,Poor,Medium,Low,10.58139534883721,-4.886666666666667
5999,29,Female,1.27,3.42,8.71,7.88,0.65,5.55,3,5,111,11,87.36,10,46,81.0,12.61,22.79,Poor,High,High,36.22047244094488,-22.25
6000,25,Male,9.27,7.39,10.68,5.21,3.43,5.38,11,436,66,17,47.66,5,37,49.11,50.72,24.7,Good,High,Moderate,3.9913700107874868,-12.719999999999999
6001,25,Male,8.78,3.41,5.65,7.64,4.9,4.62,14,115,12,11,61.07,4,63,43.73,57.68,22.81,Poor,Low,Moderate,7.175398633257403,-19.589999999999996
6002,24,Female,8.63,4.65,8.26,1.69,2.86,1.46,4,422,52,19,50.44,4,46,41.43,48.93,14.27,Poor,Medium,Moderate,5.330243337195828,-7.236666666666665
6003,24,Male,2.39,4.44,10.2,3.62,0.29,4.02,4,323,43,1,40.33,7,58,63.4,17.3,18.13,Poor,Medium,Moderate,24.26778242677824,-14.816666666666665
6004,27,Male,5.1,5.99,3.33,2.06,5.05,5.38,10,304,19,8,46.75,3,62,85.01,50.95,15.82,Poor,Low,Low,12.15686274509804,-6.206666666666667
6005,28,Female,6.35,7.18,10.68,7.25,3.99,2.15,10,68,104,8,44.13,1,77,69.16,54.24,24.07,Good,High,Low,12.125984251968505,-7.243333333333332
6006,17,Female,1.45,9.38,10.39,5.12,5.49,3.86,7,199,87,19,59.87,10,82,86.19,33.95,24.86,Excellent,High,High,56.55172413793104,-13.2
6007,27,Male,5.79,9.55,1.19,5.44,5.94,2.48,3,60,65,10,59.15,1,62,43.83,71.16,15.05,Excellent,High,Low,10.708117443868739,5.216666666666669
6008,24,Female,8.48,9.88,5.92,4.83,5.08,5.42,6,321,90,17,64.99,5,61,44.61,72.31,21.25,Excellent,High,Moderate,7.193396226415094,-3.4899999999999984
6009,26,Male,9.4,8.35,1.78,6.34,5.46,1.42,2,99,25,13,71.66,3,79,52.2,87.92,14.999999999999998,Excellent,Low,Low,8.404255319148936,-0.4666666666666668
6010,19,Female,3.14,9.45,10.69,4.08,4.61,1.69,11,211,98,16,42.9,5,95,82.85,47.81,21.07,Excellent,High,Moderate,30.254777070063692,-3.903333333333336
6011,27,Female,3.24,8.53,3.26,6.94,5.5,4.09,1,210,6,11,72.85,5,63,40.85,52.27,19.79,Excellent,Low,Moderate,19.444444444444443,-7.530000000000001
6012,23,Female,3.07,9.37,4.77,0.33,2.83,0.1,4,326,23,12,85.5,7,65,88.43,51.9,8.03,Excellent,Low,Moderate,21.172638436482085,4.476666666666665
6013,27,Female,1.96,3.73,11.29,6.39,5.55,1.68,2,31,108,5,78.55,2,84,69.48,31.76,24.91,Poor,High,Low,42.85714285714286,-15.85
6014,17,Male,4.59,9.73,6.96,0.14,1.27,1.73,2,121,44,4,43.02,5,69,54.12,52.46,10.1,Excellent,Medium,Moderate,15.032679738562091,5.826666666666666
6015,17,Male,7.95,4.64,11.16,2.64,0.71,4.2,5,297,14,12,80.17,2,44,46.27,47.59,18.71,Poor,Low,Low,5.534591194968553,-10.963333333333335
6016,26,Male,7.26,6.98,5.81,3.62,2.83,3.04,5,116,78,18,53.67,5,66,89.88,59.18,15.3,Good,High,Moderate,9.090909090909092,-3.7399999999999984
6017,29,Female,9.05,6.62,11.8,4.43,1.55,0.37,11,151,107,8,52.2,1,40,85.62,51.9,18.150000000000002,Good,High,Low,4.41988950276243,-2.3433333333333337
6018,21,Female,3.88,6.95,11.49,7.23,3.93,2.57,2,29,23,17,45.04,10,60,41.91,26.58,25.22,Good,Low,High,15.463917525773196,-20.55333333333333
6019,21,Female,5.94,7.91,0.73,7.2,4.9,5.95,10,123,42,8,84.53,2,38,72.91,63.38,18.78,Good,Medium,Low,6.397306397306397,-3.5600000000000023
6020,24,Female,7.78,6.78,5.17,6.57,1.3,5.36,3,369,0,16,84.47,1,44,58.46,64.1,18.400000000000002,Good,Low,Low,5.655526992287918,-5.840000000000002
6021,23,Male,9.03,7.82,11.42,7.87,0.42,4.9,5,98,16,5,66.25,3,51,51.06,59.35,24.61,Good,Low,Low,5.647840531561462,-11.436666666666664
6022,24,Male,8.78,6.74,9.86,2.39,3.65,3.72,9,171,48,16,46.25,7,47,73.9,49.03,19.62,Good,Medium,Moderate,5.353075170842825,-11.540000000000001
6023,22,Male,4.92,3.08,2.94,5.91,3.96,0.76,11,327,22,2,59.25,5,30,70.36,32.45,13.569999999999999,Poor,Low,Moderate,6.097560975609756,-11.676666666666666
6024,22,Male,9.12,7.39,10.68,0.51,3.48,5.39,3,438,99,15,44.8,1,52,48.29,58.78,20.06,Good,High,Low,5.701754385964913,-2.9800000000000004
6025,18,Male,4.72,6.89,2.82,2.56,4.15,2.16,1,36,107,14,95.35,1,44,53.34,56.76,11.690000000000001,Good,High,Low,9.322033898305085,4.656666666666666
6026,22,Female,9.08,7.1,11.27,2.59,0.35,1.02,1,249,112,17,96.08,9,66,71.75,61.07,15.229999999999999,Good,High,High,7.2687224669603525,-6.296666666666665
6027,21,Male,7.88,3.01,1.46,2.09,4.11,0.83,12,375,82,13,88.41,9,48,57.58,53.67,8.49,Poor,High,High,6.091370558375635,-8.736666666666666
6028,29,Female,2.61,6.28,11.38,7.81,3.05,5.08,2,401,20,6,47.74,7,68,78.65,25.74,27.32,Good,Low,Moderate,26.053639846743295,-21.093333333333334
6029,19,Female,9.33,9.12,1.45,7.56,1.72,3.81,13,488,114,8,49.7,8,84,82.59,82.89,14.540000000000001,Excellent,High,High,9.003215434083602,-0.5000000000000018
6030,22,Male,2.8,5.33,3.12,3.15,2.64,0.65,14,235,29,7,81.55,1,75,46.35,51.58,9.56,Poor,Low,Low,26.78571428571429,1.0666666666666664
6031,24,Female,9.13,6.11,7.01,2.97,1.12,5.09,5,228,38,12,67.08,9,77,77.64,64.38,16.19,Good,Medium,High,8.433734939759036,-11.703333333333333
6032,25,Male,6.34,3.86,2.66,3.9,0.15,1.53,4,68,14,11,50.64,3,66,76.42,53.56,8.24,Poor,Low,Low,10.410094637223976,-3.0533333333333346
6033,17,Male,6.84,6.15,4.98,3.42,1.18,3.59,10,265,30,18,55.27,7,36,45.97,44.86,13.17,Good,Medium,Moderate,5.2631578947368425,-6.869999999999999
6034,19,Male,1.54,5.77,2.44,2.42,3.05,5.76,8,162,8,8,72.41,7,37,69.92,28.17,13.669999999999998,Poor,Low,Moderate,24.025974025974026,-8.863333333333332
6035,19,Male,1.12,9.18,6.91,2.11,2.64,4.74,14,27,107,16,61.94,6,47,85.15,30.94,16.4,Excellent,High,Moderate,41.96428571428571,-0.4733333333333327
6036,27,Female,9.7,3.25,7.53,7.44,5.75,4.04,11,12,17,7,71.12,1,87,94.99,70.81,24.759999999999998,Poor,Low,Low,8.969072164948454,-18.69333333333333
6037,24,Female,3.7,9.66,3.04,1.6,5.41,4.62,10,444,84,14,90.22,10,74,56.41,58.64,14.670000000000002,Excellent,High,High,20.0,-2.5500000000000007
6038,17,Male,8.52,7.03,3.85,3.18,1.47,3.23,6,184,62,14,40.02,9,34,56.17,51.04,11.73,Good,High,High,3.990610328638498,-4.603333333333332
6039,21,Male,7.19,6.71,8.99,5.53,2.52,2.44,4,427,27,13,43.75,9,77,55.85,50.64,19.48,Good,Low,High,10.709318497913769,-14.16
6040,19,Male,6.24,9.2,1.5,7.79,5.81,0.1,6,363,112,12,40.64,3,66,67.4,67.79,15.199999999999998,Excellent,High,Low,10.576923076923077,3.9333333333333353
6041,18,Female,7.01,4.34,5.71,5.68,2.4,0.0,6,243,50,11,69.24,10,98,91.54,58.63,13.790000000000001,Poor,Medium,High,13.980028530670472,-13.443333333333335
6042,24,Male,1.35,4.46,3.84,4.35,5.89,5.56,9,355,49,16,88.44,1,62,42.21,38.71,19.639999999999997,Poor,Medium,Low,45.925925925925924,-10.086666666666664
6043,19,Female,4.42,9.12,5.24,3.71,1.37,0.61,8,204,64,9,53.49,3,94,83.83,64.81,10.93,Excellent,High,Low,21.266968325791854,6.443333333333332
6044,23,Female,6.27,9.51,10.11,5.16,3.61,3.59,7,487,77,19,53.31,4,34,61.38,45.44,22.47,Excellent,High,Moderate,5.422647527910686,-4.883333333333333
6045,28,Male,8.74,8.86,11.76,5.49,4.56,3.4,12,470,0,17,60.41,10,74,68.77,59.3,25.209999999999997,Excellent,Low,High,8.466819221967963,-17.49
6046,27,Other,7.29,3.29,2.57,7.94,0.77,3.6,12,169,6,16,48.32,9,80,77.84,53.95,14.879999999999999,Poor,Low,High,10.973936899862826,-17.099999999999998
6047,17,Male,2.9,7.56,1.2,2.79,5.87,3.03,1,64,80,9,41.74,6,49,60.08,40.88,12.889999999999999,Good,High,Moderate,16.896551724137932,-1.1033333333333335
6048,22,Other,9.86,6.16,2.76,1.7,4.12,5.68,3,90,9,15,76.92,8,72,61.2,75.6,14.26,Good,Low,High,7.302231237322515,-9.639999999999999
6049,19,Male,6.61,8.65,10.53,3.4,0.4,2.1,13,148,111,12,97.37,1,30,74.27,52.98,16.43,Excellent,High,Low,4.53857791225416,3.5700000000000003
6050,24,Male,5.26,4.11,10.61,1.97,0.43,1.84,12,11,110,13,93.91,7,85,71.49,45.54,14.85,Poor,High,Moderate,16.159695817490494,-9.963333333333333
6051,22,Female,7.92,9.44,3.8,0.37,1.83,2.18,11,328,76,15,41.31,1,76,80.01,77.47,8.18,Excellent,High,Low,9.595959595959597,12.233333333333334
6052,28,Female,6.23,5.35,4.29,7.74,5.8,1.24,10,369,17,14,73.72,1,61,78.2,58.74,19.07,Poor,Low,Low,9.791332263242374,-8.803333333333335
6053,18,Female,7.24,5.26,8.14,0.49,5.02,4.34,11,70,3,8,53.3,6,84,43.93,55.37,17.990000000000002,Poor,Low,Moderate,11.602209944751381,-13.370000000000003
6054,22,Male,6.36,4.25,4.43,3.85,4.48,2.08,7,325,29,18,42.76,10,77,69.06,46.57,14.84,Poor,Low,High,12.10691823899371,-15.373333333333333
6055,23,Female,2.2,3.05,10.9,3.82,1.51,0.37,10,229,17,19,89.52,4,74,51.28,27.97,16.6,Poor,Low,Moderate,33.63636363636363,-13.933333333333335
6056,21,Male,5.66,5.19,9.71,1.48,5.09,0.7,10,346,15,1,75.61,7,40,56.22,34.11,16.98,Poor,Low,Moderate,7.067137809187279,-13.1
6057,19,Male,3.19,4.04,4.61,4.62,3.26,4.62,14,107,54,6,84.01,1,49,75.11,39.35,17.11,Poor,Medium,Low,15.360501567398119,-8.229999999999999
6058,20,Male,5.92,8.17,11.68,6.6,5.94,0.58,13,433,48,4,58.68,7,85,94.7,51.91,24.8,Excellent,Medium,Moderate,14.358108108108109,-13.86
6059,20,Female,1.69,8.3,9.07,7.01,1.63,1.27,13,20,101,7,94.13,9,61,46.98,34.04,18.979999999999997,Excellent,High,High,36.09467455621302,-8.013333333333328
6060,22,Female,2.7,8.8,9.21,2.93,5.29,2.25,12,90,116,2,74.59,1,99,79.52,57.29,19.68,Excellent,High,Low,36.666666666666664,0.7866666666666688
